message_id;chat_id;direction;inserted_at
8c870b79-8993-4666-9656-f2d31ef4ccbf;d7364c79-2cf0-4c44-a27a-c50c203b23f0;outbound;2022/08/16
91345dea-8e7d-4d31-b139-920db11f3508;826113a7-77ee-4aaa-b41d-6546582d1707;outbound;2022/08/16
b7972c76-26f0-4958-b2f8-30e01ca945c0;826113a7-77ee-4aaa-b41d-6546582d1707;outbound;2022/08/16
ce11a56b-223e-48d9-a16d-1967e9903b52;826113a7-77ee-4aaa-b41d-6546582d1707;inbound;2022/08/16
558e2620-9d1d-4fb0-ab77-4223a3d93086;0d1885c3-2a60-4343-bca7-96e6da70b343;outbound;2022/08/16
ff1271be-3293-4af8-a447-7224c2c0aa20;9565c857-7871-40fa-8aac-01aae894cea5;inbound;2022/08/16
98b37fce-3c89-42e3-811a-1064693615c7;5a91334d-fd37-4f93-85bd-0aaa4e87c270;outbound;2022/08/16
be8dafc8-cd86-4ce4-a1aa-57858bad2e6d;d7364c79-2cf0-4c44-a27a-c50c203b23f0;inbound;2022/08/16
8ac57019-1662-418b-89d3-19d6289243b7;31f4d77e-a8af-45b9-aff3-021875510abf;inbound;2022/08/16
f5e072b5-bad8-45ce-88c2-badef6b996e2;d433da17-d31a-456d-9610-78ae6884ebed;outbound;2022/08/16
190b6ac9-c2a1-4018-a4f2-f7f44848bc16;31f4d77e-a8af-45b9-aff3-021875510abf;outbound;2022/08/16
0c730d98-fd8a-40b2-98a6-9a09db3b8b2f;d2befb27-2221-455e-bcc7-6947664de046;outbound;2022/08/16
ee7f592e-fb28-4626-8db1-e0dd89bb9084;d2befb27-2221-455e-bcc7-6947664de046;outbound;2022/08/16
8fdb767c-6a54-4522-920d-71f6962d3f6e;826113a7-77ee-4aaa-b41d-6546582d1707;outbound;2022/08/16
de53a8f5-958c-46ef-a105-e1c1bee254ac;0d1885c3-2a60-4343-bca7-96e6da70b343;inbound;2022/08/16
481f90ef-63ff-4166-8878-a1cdfe2566e3;826113a7-77ee-4aaa-b41d-6546582d1707;outbound;2022/08/16
7de9e3af-a50b-440c-946c-577b8bfd3af1;5a91334d-fd37-4f93-85bd-0aaa4e87c270;inbound;2022/08/16
86408e2a-91fd-4328-9a29-c0e70d50aadd;d7364c79-2cf0-4c44-a27a-c50c203b23f0;outbound;2022/08/16
6a91480f-7616-44e8-885d-2ec5b8520193;d2befb27-2221-455e-bcc7-6947664de046;inbound;2022/08/16
549bce0b-01c3-4091-846a-d70227bcba82;d433da17-d31a-456d-9610-78ae6884ebed;inbound;2022/08/16
af9046bc-58e9-4652-b226-db643f6e8edf;cc4d010c-748e-41dc-bb82-40bd5eeca066;outbound;2022/08/15
3dbb25bd-a88b-42c3-b8bc-b470c1302203;5b98e668-ffd3-4eda-a078-e657256e80e2;outbound;2022/08/15
9ea5ab8e-a329-40e0-b4a7-0bc8587eefe2;455f4508-600d-4550-9594-b3c2fa4b7aba;inbound;2022/08/15
063f53d7-cb41-4a25-b836-4c418a845880;aba0832e-c582-4921-98f1-e3f30a9e5805;inbound;2022/08/15
3c4c96ca-4f23-4cca-8bf8-5eb88ee6e3a1;2c2f2517-2b0c-48c6-b08f-fc7a8e87c04a;outbound;2022/08/15
62f59c8d-7917-4c99-add0-3398796642c9;6fd3e2ce-0ef0-45db-8944-e9a5bf348f15;outbound;2022/08/15
2c2d7609-9549-4b21-a70c-78f0e5f41c41;5a91334d-fd37-4f93-85bd-0aaa4e87c270;inbound;2022/08/15
01fa2d03-aa37-4456-8ab0-7efd479f65b0;4feb6351-be27-4bb7-9559-9d93ccddc4b3;inbound;2022/08/15
10280a86-0701-47f5-b8eb-dc3ca3968482;455f4508-600d-4550-9594-b3c2fa4b7aba;outbound;2022/08/15
a720fe65-e587-4ad1-9f94-d7e3343b32fb;5b98e668-ffd3-4eda-a078-e657256e80e2;inbound;2022/08/15
bb4d65e5-f5b9-4560-b7d4-786d0c125867;8c8632a4-5628-454b-8ac1-df47ddad3722;inbound;2022/08/15
79fa5303-4da7-401c-b305-8578ccfb67ee;2c2f2517-2b0c-48c6-b08f-fc7a8e87c04a;inbound;2022/08/15
96d1f659-fd36-4f1d-8b90-f831e1ced659;9054b0c5-b9f9-4b24-8c77-bc2a5bfcc621;inbound;2022/08/15
1d20cda4-cc2c-4906-bc0d-d6d1689618f2;5a91334d-fd37-4f93-85bd-0aaa4e87c270;outbound;2022/08/15
6a474b0a-3a84-40f3-972d-e7ffc3affd6a;aba0832e-c582-4921-98f1-e3f30a9e5805;outbound;2022/08/15
f40b8771-ba94-4728-8f1c-55ccb1b6fdf4;4feb6351-be27-4bb7-9559-9d93ccddc4b3;outbound;2022/08/15
626e2967-06fe-40ce-a5a8-aaa1e21cddba;6fd3e2ce-0ef0-45db-8944-e9a5bf348f15;inbound;2022/08/15
b3eeb4d4-f59b-4967-9d08-aee644a30e2d;8c8632a4-5628-454b-8ac1-df47ddad3722;outbound;2022/08/15
d4125e15-66b3-4ca4-a675-8daf7f53bd96;cc4d010c-748e-41dc-bb82-40bd5eeca066;inbound;2022/08/15
6748a8f9-71cf-47b0-9651-02b30d250aad;9054b0c5-b9f9-4b24-8c77-bc2a5bfcc621;outbound;2022/08/15
b0ab004d-937f-4953-bdad-29ed07240051;dd00afa3-08f0-4c4f-8f4a-a1f763c05979;inbound;2022/08/14
1e0f408e-3a0b-4d26-bb23-3ec883352454;d926405d-2b9b-4349-b3cd-68efaa98ab3c;outbound;2022/08/14
78eea146-dbb9-4a5c-ae76-553ce3585778;3a884f6a-ae9f-4105-a4d2-c5ae1176e769;outbound;2022/08/14
05c609f7-8bcf-4510-a80d-cbdfae11a18e;d926405d-2b9b-4349-b3cd-68efaa98ab3c;inbound;2022/08/14
42dd8d85-958e-49f0-a916-232d07e85fed;aba0832e-c582-4921-98f1-e3f30a9e5805;outbound;2022/08/14
e5e147cf-eef5-4981-b656-21926ebf673a;8ccd257c-3367-48da-a50c-47e040742542;outbound;2022/08/14
2d544a31-2a6f-4126-a7bd-78613d2f98d9;d926405d-2b9b-4349-b3cd-68efaa98ab3c;inbound;2022/08/14
a4f828f9-849d-44f6-b334-e92db25f661f;d2761bb9-a8a9-4a73-80ab-a82adc991056;outbound;2022/08/14
7954bdc8-21d2-4fb5-af18-57b294c538fd;aba0832e-c582-4921-98f1-e3f30a9e5805;inbound;2022/08/14
8bc2af4e-2387-4869-abc3-43c252042131;d926405d-2b9b-4349-b3cd-68efaa98ab3c;outbound;2022/08/14
6d78a55d-b570-406a-93f7-31779a99291d;d926405d-2b9b-4349-b3cd-68efaa98ab3c;inbound;2022/08/14
8034e22e-fcc6-44e2-9982-53e53d4de41f;d2761bb9-a8a9-4a73-80ab-a82adc991056;inbound;2022/08/14
0e81a8e7-b337-4a48-8965-1f60e405adcb;d926405d-2b9b-4349-b3cd-68efaa98ab3c;outbound;2022/08/14
78493f4d-b9a1-4a62-8aed-92ffc8a88b74;d926405d-2b9b-4349-b3cd-68efaa98ab3c;outbound;2022/08/14
34937b09-07db-4979-aa21-2dbd5586b02c;d2761bb9-a8a9-4a73-80ab-a82adc991056;inbound;2022/08/14
797d74c1-4886-4a6e-b91d-fa9f3a8804e3;d926405d-2b9b-4349-b3cd-68efaa98ab3c;outbound;2022/08/14
5d160c47-11cf-485b-bb2a-372ce6b049a1;d2761bb9-a8a9-4a73-80ab-a82adc991056;outbound;2022/08/14
cca933d3-89be-47c4-a153-2b8b45c97214;d926405d-2b9b-4349-b3cd-68efaa98ab3c;outbound;2022/08/14
ad626ed2-4ee6-494f-8955-87f4798ec12b;8ccd257c-3367-48da-a50c-47e040742542;inbound;2022/08/14
69872dc8-86e8-47c0-a158-edfd5b56d72e;d926405d-2b9b-4349-b3cd-68efaa98ab3c;inbound;2022/08/14
3d70303b-6257-42b7-9f86-85b415d680d5;d926405d-2b9b-4349-b3cd-68efaa98ab3c;inbound;2022/08/14
07965780-45d6-49a1-83fc-d286e53ea477;dd00afa3-08f0-4c4f-8f4a-a1f763c05979;outbound;2022/08/14
ec7bf127-1d50-4e68-9876-7c0fb70e0c07;3a884f6a-ae9f-4105-a4d2-c5ae1176e769;inbound;2022/08/14
17a03321-deea-43fb-9daf-ed171f2e4d77;a90b671d-f7ec-4be1-98a1-594de57ae265;outbound;2022/08/13
788ed582-e3aa-497e-b0d0-a13aada03978;d851f535-09b2-4e4a-a464-cf3677b84f91;outbound;2022/08/13
b3211e51-965e-43eb-8d9f-489f9215ff9a;0fb05f5d-fc36-4c64-8989-61ed7ffb43d5;inbound;2022/08/13
717e4aef-f486-4990-baa2-33ba9f3599fe;a5323fe9-e420-41e2-936d-3fab6248e3bf;outbound;2022/08/13
103af613-21c2-42a3-9bc7-317833fcdc68;d851f535-09b2-4e4a-a464-cf3677b84f91;outbound;2022/08/13
d39ff7c2-e407-46ba-956a-23961d279249;a90b671d-f7ec-4be1-98a1-594de57ae265;inbound;2022/08/13
d5f42071-c820-4ab9-aaee-16ae198ccd75;a5323fe9-e420-41e2-936d-3fab6248e3bf;outbound;2022/08/13
4001f814-81f6-46ef-990d-27ee649af635;a5323fe9-e420-41e2-936d-3fab6248e3bf;inbound;2022/08/13
e206fdfc-5473-4fc9-a9c7-c3df3f1d29d5;a5323fe9-e420-41e2-936d-3fab6248e3bf;outbound;2022/08/13
15d410f0-9716-42f1-a0d2-c4c4f2ba8643;a5323fe9-e420-41e2-936d-3fab6248e3bf;inbound;2022/08/13
558792d1-b8fa-4fb7-94f4-648f3ba568c3;d851f535-09b2-4e4a-a464-cf3677b84f91;outbound;2022/08/13
92482f25-b6eb-4ff3-b24e-77eac17a5f4e;af4139f1-a77c-4328-a4f1-e015260654db;outbound;2022/08/13
02c57bf7-608f-4d74-a734-8ec4a9b15e95;f7bfc1dd-e606-4332-9849-91fd2304f796;outbound;2022/08/13
7c45f524-ea45-446b-9c51-f570679020e3;a90b671d-f7ec-4be1-98a1-594de57ae265;outbound;2022/08/13
74faacc3-4c1e-4ed3-a4ec-1aedaeace7cf;a5323fe9-e420-41e2-936d-3fab6248e3bf;outbound;2022/08/13
7431f72f-06dc-46f6-b904-68e1577063fc;af4139f1-a77c-4328-a4f1-e015260654db;inbound;2022/08/13
e0bbdf25-23a1-40a8-a93b-4ddabb1dce4e;a5323fe9-e420-41e2-936d-3fab6248e3bf;outbound;2022/08/13
afe8f64d-ffe9-4c84-aeed-fb1f41a4b3e9;a5323fe9-e420-41e2-936d-3fab6248e3bf;inbound;2022/08/13
74e9fccc-6b21-43a0-8ca7-c9b1f7be3242;d851f535-09b2-4e4a-a464-cf3677b84f91;inbound;2022/08/13
70970d65-ed71-4bfb-8f17-ce7bcfc4c363;0fb05f5d-fc36-4c64-8989-61ed7ffb43d5;outbound;2022/08/13
f6cb16a8-d4a4-4e61-84b9-2cfba1a5c2c7;a5323fe9-e420-41e2-936d-3fab6248e3bf;inbound;2022/08/13
e574c12a-ce32-4572-a895-e3f0193b3804;f7bfc1dd-e606-4332-9849-91fd2304f796;inbound;2022/08/13
8efcb0f3-89e5-488c-a3fc-25fba3eee49a;4fb32dc5-1c9d-4756-bab2-03642eba8354;inbound;2022/08/13
81be82ee-280d-4369-9f84-8dba697c4148;d851f535-09b2-4e4a-a464-cf3677b84f91;inbound;2022/08/13
68d44d66-9ee4-42cb-8feb-6cf78e2cd230;a90b671d-f7ec-4be1-98a1-594de57ae265;outbound;2022/08/13
000b2181-ff99-486e-95fc-31501dd905cd;af4139f1-a77c-4328-a4f1-e015260654db;inbound;2022/08/13
cd6c59c2-166f-491e-8e65-fa76bef55693;a90b671d-f7ec-4be1-98a1-594de57ae265;inbound;2022/08/13
a2b65597-f2a9-4424-9e2a-fdac029d6f5f;a90b671d-f7ec-4be1-98a1-594de57ae265;outbound;2022/08/13
fa93f465-116d-4c3d-8ba3-b53c9c96350c;af4139f1-a77c-4328-a4f1-e015260654db;outbound;2022/08/13
3981230f-b781-4e9f-b393-f45c4257530d;4fb32dc5-1c9d-4756-bab2-03642eba8354;outbound;2022/08/13
2510a364-0183-4bfd-bcb7-ca0bf0451793;0fb05f5d-fc36-4c64-8989-61ed7ffb43d5;outbound;2022/08/13
64669047-09c9-4efc-86e8-97363a3231e2;d851f535-09b2-4e4a-a464-cf3677b84f91;outbound;2022/08/13
625f146a-652f-404d-aec0-d2e6a4692754;d851f535-09b2-4e4a-a464-cf3677b84f91;inbound;2022/08/13
7dab8fc9-a591-4f8a-9d26-4a9b11e05b08;a90b671d-f7ec-4be1-98a1-594de57ae265;inbound;2022/08/13
4f5a1cf9-3f6e-4580-8ac9-e27a1f9d0e7b;a5323fe9-e420-41e2-936d-3fab6248e3bf;inbound;2022/08/13
e2248b38-8e73-4686-9eff-76894d0630c5;a90b671d-f7ec-4be1-98a1-594de57ae265;inbound;2022/08/13
6606177d-2449-4cb3-8640-dc932fa34fdc;a5323fe9-e420-41e2-936d-3fab6248e3bf;outbound;2022/08/13
6b0b6055-07fc-4301-842d-366594b5bc09;d851f535-09b2-4e4a-a464-cf3677b84f91;inbound;2022/08/13
317fd1b7-1652-4867-b254-ee1dad1c1fe6;c3ce7d22-8e00-487e-ad9e-7f3d1013414f;inbound;2022/08/12
33ac09eb-377e-4a9f-9188-3700177a89c6;aba0832e-c582-4921-98f1-e3f30a9e5805;outbound;2022/08/12
f8cbfab4-309a-4d08-a273-a89d35ef503f;7403ccef-371a-47b5-8721-ae54febf6ddc;inbound;2022/08/12
6698648e-2a86-4129-8fa6-59a937392796;7403ccef-371a-47b5-8721-ae54febf6ddc;outbound;2022/08/12
fb64627e-7d13-40c7-b844-a061eeae7885;c3c02831-a7bc-4881-9f6d-0fb4ade4fe5c;inbound;2022/08/12
ea9007e7-3e4f-4600-878c-7b07cc5a6f5b;aba0832e-c582-4921-98f1-e3f30a9e5805;inbound;2022/08/12
c9629f71-aa14-4abd-94e7-20ad4fa804af;c3c02831-a7bc-4881-9f6d-0fb4ade4fe5c;outbound;2022/08/12
76d500bc-d4eb-4397-a64e-e48c95facfcf;78348631-7bb5-46bb-88c5-5ad9e827682e;outbound;2022/08/12
5f9ab071-808f-49ad-ae7d-72f4323e5d13;94c9bef2-4c7b-4071-8f2e-f0928b867625;outbound;2022/08/12
00e15a16-1f83-43c3-bda6-afe94627102e;78348631-7bb5-46bb-88c5-5ad9e827682e;inbound;2022/08/12
eb7f7b45-6517-45ca-816c-dd8fa2cc8d46;94c9bef2-4c7b-4071-8f2e-f0928b867625;inbound;2022/08/12
d1dd1f0b-7c99-493d-930d-cc46471157ad;d7364c79-2cf0-4c44-a27a-c50c203b23f0;inbound;2022/08/12
648eef23-747e-490e-a92c-054e15e93aca;c3ce7d22-8e00-487e-ad9e-7f3d1013414f;outbound;2022/08/12
9bf9994d-e7e6-4d87-870b-003b1218e15e;d7364c79-2cf0-4c44-a27a-c50c203b23f0;outbound;2022/08/12
e72f7f55-afb6-4fe1-824e-5b3d31de6e37;d7364c79-2cf0-4c44-a27a-c50c203b23f0;outbound;2022/08/12
d24dbc43-3412-41a6-85a4-a737657f63a3;78348631-7bb5-46bb-88c5-5ad9e827682e;outbound;2022/08/12
4fd48fed-0f86-460c-a3ac-d19064edbe0e;7403ccef-371a-47b5-8721-ae54febf6ddc;inbound;2022/08/11
366a23dd-9dd7-4c75-bfba-e097ff313e86;af4139f1-a77c-4328-a4f1-e015260654db;outbound;2022/08/11
92fb894c-619c-40e0-adb7-9c24674a1bd4;af4139f1-a77c-4328-a4f1-e015260654db;inbound;2022/08/11
5ccb8a92-4d8d-4f0b-be60-abc546c3a4ad;aba0832e-c582-4921-98f1-e3f30a9e5805;outbound;2022/08/11
838a6ece-7d5f-472b-adaf-3fa3c0f2b10f;7403ccef-371a-47b5-8721-ae54febf6ddc;outbound;2022/08/11
f7bf0990-7f86-4f4f-8825-5f9fc7044e74;db3e92dd-a862-4537-a319-f63d8afbfb93;outbound;2022/08/11
7f41f3a1-dd95-409a-b2e2-0704a416f49a;db3e92dd-a862-4537-a319-f63d8afbfb93;outbound;2022/08/11
efac4e06-66b4-438c-99f8-0c5bf466777a;aba0832e-c582-4921-98f1-e3f30a9e5805;outbound;2022/08/11
29419bc7-5021-4cf2-b417-69397a71c066;db3e92dd-a862-4537-a319-f63d8afbfb93;inbound;2022/08/11
43f4a760-3c7e-4d27-8473-261df6df57ce;7403ccef-371a-47b5-8721-ae54febf6ddc;inbound;2022/08/11
5be2fa0d-515b-420e-91e1-7dae31259bdc;aba0832e-c582-4921-98f1-e3f30a9e5805;inbound;2022/08/11
0be20d6b-d223-41d6-bd29-5b0cf62afa68;3a884f6a-ae9f-4105-a4d2-c5ae1176e769;inbound;2022/08/11
3b9ac41c-e70c-468b-bb5f-72ade0a00375;aba0832e-c582-4921-98f1-e3f30a9e5805;inbound;2022/08/11
6367513e-f70a-4073-9c16-9dae3e1a404d;3a884f6a-ae9f-4105-a4d2-c5ae1176e769;outbound;2022/08/11
0caf7abd-faa4-4054-a79b-fc95e8cca062;7403ccef-371a-47b5-8721-ae54febf6ddc;outbound;2022/08/11
a5df4a91-85b6-4902-bb6d-067fef25181c;db3e92dd-a862-4537-a319-f63d8afbfb93;outbound;2022/08/11
b98b9d92-4a8f-4e64-b45b-974ad82feb88;db3e92dd-a862-4537-a319-f63d8afbfb93;inbound;2022/08/11
a1341287-4e78-41ef-8b29-495c53c66ded;f47fd1d3-8925-4a5c-ace3-a7e901a1afe8;outbound;2022/08/10
7e0591b1-61c7-4ebc-9151-f7c9adc2f624;f47fd1d3-8925-4a5c-ace3-a7e901a1afe8;outbound;2022/08/10
19433314-c9f2-4d7e-be05-b0df24d2c8bf;7403ccef-371a-47b5-8721-ae54febf6ddc;inbound;2022/08/10
851aa0e9-4d6a-4562-8761-3ad5a8cbacbc;f47fd1d3-8925-4a5c-ace3-a7e901a1afe8;outbound;2022/08/10
e7e3b38e-f9dc-4f8d-a1c4-065ae337726a;f47fd1d3-8925-4a5c-ace3-a7e901a1afe8;inbound;2022/08/10
4303f06c-32f5-4edb-bc04-c4fa91ff5f6f;7403ccef-371a-47b5-8721-ae54febf6ddc;outbound;2022/08/10
31841c70-34d0-4452-888b-1682b77586f4;f47fd1d3-8925-4a5c-ace3-a7e901a1afe8;outbound;2022/08/10
3750d768-f4e3-4f01-9f7d-908eeee62008;7403ccef-371a-47b5-8721-ae54febf6ddc;outbound;2022/08/10
3eef6e84-d9cb-4a49-b241-9903a0e46646;f47fd1d3-8925-4a5c-ace3-a7e901a1afe8;outbound;2022/08/10
722a2a85-c2de-4539-b9d3-d273d9dac77d;f47fd1d3-8925-4a5c-ace3-a7e901a1afe8;inbound;2022/08/10
a083ebfe-7ad9-4f50-a488-03007fe278af;f47fd1d3-8925-4a5c-ace3-a7e901a1afe8;inbound;2022/08/10
0eb5d926-bf6a-435a-a6c1-a4e6b9d76693;7403ccef-371a-47b5-8721-ae54febf6ddc;inbound;2022/08/10
7df7481f-4196-4b2c-a8f3-2e8232cd4a66;f47fd1d3-8925-4a5c-ace3-a7e901a1afe8;outbound;2022/08/10
bac1a042-b3ff-42f1-aa16-4f78fa4a9727;f47fd1d3-8925-4a5c-ace3-a7e901a1afe8;inbound;2022/08/10
33f79887-7511-48dc-81d0-c717d6921ca7;f47fd1d3-8925-4a5c-ace3-a7e901a1afe8;inbound;2022/08/10
b50511fe-da91-4447-b835-43223e1e743e;f47fd1d3-8925-4a5c-ace3-a7e901a1afe8;inbound;2022/08/10
5e0f68d1-1fdf-4804-9ba4-c800668a1d1c;78bc1705-e49c-4786-8ac5-a8b99913612f;inbound;2022/08/09
5824515f-9ec7-4818-9613-8c5c55705591;78bc1705-e49c-4786-8ac5-a8b99913612f;inbound;2022/08/09
5ea4e448-80bf-4eb8-ad9f-fd2dca633aaf;78bc1705-e49c-4786-8ac5-a8b99913612f;outbound;2022/08/09
8cad6aa8-e3e9-4a76-9325-673b8ccddb1d;532a5387-aff1-4216-ab06-1421a9619f1c;outbound;2022/08/09
d6a7a87f-60f4-4399-b95c-b356cf8a1ff2;532a5387-aff1-4216-ab06-1421a9619f1c;inbound;2022/08/09
93701fd7-a3f5-4036-9b08-15f9be870c2b;532a5387-aff1-4216-ab06-1421a9619f1c;outbound;2022/08/09
52a33d7f-a36e-4bcf-9292-8ca4ba9f3d1b;78bc1705-e49c-4786-8ac5-a8b99913612f;inbound;2022/08/09
3c0d8fd1-e998-4c34-bc10-42649eaf000b;532a5387-aff1-4216-ab06-1421a9619f1c;inbound;2022/08/09
0613a50f-6130-4a6f-9030-4986d52771d4;532a5387-aff1-4216-ab06-1421a9619f1c;outbound;2022/08/09
fc502816-3cd8-4472-82ff-1dd8f512cc59;78bc1705-e49c-4786-8ac5-a8b99913612f;inbound;2022/08/09
2af54315-bb4f-471b-9adc-d83b7bbc5fa4;aba0832e-c582-4921-98f1-e3f30a9e5805;outbound;2022/08/09
832dfab8-657e-49a0-b8e0-cf4dc46e43c6;78bc1705-e49c-4786-8ac5-a8b99913612f;outbound;2022/08/09
74a1c581-8508-4b6c-a162-59ab9470aafc;78bc1705-e49c-4786-8ac5-a8b99913612f;inbound;2022/08/09
40040357-ee53-4961-a620-fb2ee57503c9;532a5387-aff1-4216-ab06-1421a9619f1c;inbound;2022/08/09
075882f0-45ca-44fb-a2ac-13508567b4dd;532a5387-aff1-4216-ab06-1421a9619f1c;outbound;2022/08/09
866cb950-6eb4-43fa-87c8-7bcd2e63a1af;8dd2deb6-2337-4190-a83e-518b27408b2d;outbound;2022/08/09
d7feecdd-86fc-462f-b030-a68a124d6374;78bc1705-e49c-4786-8ac5-a8b99913612f;outbound;2022/08/09
3c5bee15-b5c7-4f7c-9be5-5d0b88b4138a;532a5387-aff1-4216-ab06-1421a9619f1c;outbound;2022/08/09
565b53d8-09c0-4eb3-ac1e-660ed02d04ee;aba0832e-c582-4921-98f1-e3f30a9e5805;inbound;2022/08/09
02a5a64f-a21d-4c2e-bd3a-682736cc9f02;1b650560-f787-4bb2-9bfb-f5a2114b7548;outbound;2022/08/09
615f1280-79fe-4a81-ac9b-ceb5edaa2d34;78bc1705-e49c-4786-8ac5-a8b99913612f;outbound;2022/08/09
8205979d-41c8-4dc1-b732-c416e077e04b;532a5387-aff1-4216-ab06-1421a9619f1c;inbound;2022/08/09
971e115e-3437-476c-9a90-3587738e661a;d7364c79-2cf0-4c44-a27a-c50c203b23f0;inbound;2022/08/09
b4ce0e97-cc3d-49b9-ba8d-53cf0fc3d99b;1b650560-f787-4bb2-9bfb-f5a2114b7548;inbound;2022/08/09
713b8dba-acec-4400-ac60-14c6716c765b;78bc1705-e49c-4786-8ac5-a8b99913612f;inbound;2022/08/09
709d7d1a-8388-4247-825a-3ca234ba3a71;8dd2deb6-2337-4190-a83e-518b27408b2d;inbound;2022/08/09
d4b08109-7fe1-40e7-8451-f96a4bb46240;78bc1705-e49c-4786-8ac5-a8b99913612f;inbound;2022/08/09
6aecf516-972b-455a-95c5-f8ef24bbab49;7403ccef-371a-47b5-8721-ae54febf6ddc;outbound;2022/08/09
d8d7b78c-2eea-4354-9a42-fb6d17df1225;7403ccef-371a-47b5-8721-ae54febf6ddc;inbound;2022/08/09
ed61be02-858e-4364-a311-aef04d254c64;78bc1705-e49c-4786-8ac5-a8b99913612f;outbound;2022/08/09
d2c9e2c3-b8f1-44ca-a303-d97f1f17fdd2;78bc1705-e49c-4786-8ac5-a8b99913612f;outbound;2022/08/09
4254bb09-d176-4232-8749-603deba8a040;d7364c79-2cf0-4c44-a27a-c50c203b23f0;outbound;2022/08/09
3b02162e-a105-4e3b-8ed6-f1d652804e39;532a5387-aff1-4216-ab06-1421a9619f1c;inbound;2022/08/09
8fe2403c-15d1-4f5b-9439-a3fba59a0194;78bc1705-e49c-4786-8ac5-a8b99913612f;outbound;2022/08/09
af05c272-610f-4360-b134-26751135c7a7;d7364c79-2cf0-4c44-a27a-c50c203b23f0;outbound;2022/08/09
55071af5-ae73-4013-8593-de8db4fe34ea;aba0832e-c582-4921-98f1-e3f30a9e5805;outbound;2022/08/08
8d8f201b-adfd-438c-a05c-a1628aeecbda;30e6c671-a134-4413-ba5b-d64cf8c8b964;inbound;2022/08/08
0a87940a-1c26-4161-b12f-f9f999d771bd;29e38253-f951-4041-b421-5523e3e54674;inbound;2022/08/08
9ff25054-3318-4d96-9663-de7cc7a1080f;5a94dc58-bce1-4510-b316-cf1c0a006d4b;inbound;2022/08/08
7d9b2a8b-2429-4d19-ae73-2e8561d89a31;aba0832e-c582-4921-98f1-e3f30a9e5805;inbound;2022/08/08
